Rating,Reviews,Clean_Reviews,Word_Count
4,Order these every 6 months for my husbands phone. He brakes the clip off theses are A good price and three of them helps keep me from ordering them every other month. They fit his case well and clip to his belt without any problems.,order these every months for my husbands phone he brakes the clip off theses are a good price and three of them helps keep me from ordering them every other month they fit his case well and clip to his belt without any problems,44
5,A++++++++,a,1
5,Good product and just as described,good product and just as described,6
5,These seem to be the same as the original at a much lower price.,these seem to be the same as the original at a much lower price,14
5,"My husband breaks his otter box belt clip about every 5 to 6 months, so it was great to get this pack of 3. It fit perfect with his otter box.",my husband breaks his otter box belt clip about every to months so it was great to get this pack of it fit perfect with his otter box,28
5,Seems to work fine,seems to work fine,4
5,"Look, feel, and fit like the original, but pressed in *China* instead of *Mexico*. No complaints.",look feel and fit like the original but pressed in china instead of mexico no complaints,16
2,"Clearly a knock-off. First one snapped after 2 weeks, but for a couple of bucks each, not unexpected.",clearly a knock off first one snapped after weeks but for a couple of bucks each not unexpected,18
5,"Anybody with Otterbox knows that the belt clips break frequently. These clips last just as long as the brand name but at a much better price. Fast shipment, too.",anybody with otterbox knows that the belt clips break frequently these clips last just as long as the brand name but at a much better price fast shipment too,29
1,you only got me two belt clip and one not functioner properly.,you only got me two belt clip and one not functioner properly,12
3,"The phone is REALLY slow. It doesn't have enough internal memory. It frequently freezes up because it just doesn't have enough memory to handle the apps. It's okay, but if I'd known I'd have so many problems with it, I would have bought a different phone.",the phone is really slow it doesn t have enough internal memory it frequently freezes up because it just doesn t have enough memory to handle the apps it s okay but if i d known i d have so many problems with it i would have bought a different phone,51
5,"you can download music, applications, comes unlocked, with accessories, well good for that price.Amazin seller!",you can download music applications comes unlocked with accessories well good for that price amazin seller,16
1,"Hey those phone won't charge, and what is the insulating film that I have to torn off or on idk before use I don't understand that",hey those phone won t charge and what is the insulating film that i have to torn off or on idk before use i don t understand that,28
1,The phone is not powering on I sent it to Jamaica WI and will return once I receive it back,the phone is not powering on i sent it to jamaica wi and will return once i receive it back,20
1,not good,not good,2
5,"Phone is alright, though it did not come with an SD card which you need if you're going to install a few apps",phone is alright though it did not come with an sd card which you need if you re going to install a few apps,24
4,Good for the price.,good for the price,4
4,My sim card slide all the way up in the slot. I had to open the phone to retrieve my chip.,my sim card slide all the way up in the slot i had to open the phone to retrieve my chip,21
1,"Phone memory is very small, so it works erratically. And no is not working anymore, I do not recommend to buy this phone",phone memory is very small so it works erratically and no is not working anymore i do not recommend to buy this phone,23
4,Bought for my son and got connection thru Consumer Cellular as an add on line. Works fine for all included functions and hasn't given any problems yet (~ 1 year so far). I'd buy it again.,bought for my son and got connection thru consumer cellular as an add on line works fine for all included functions and hasn t given any problems yet year so far i d buy it again,36
3,"Screen quality is good. Overall, the phone is very slow and has very limited memory. Next to impossible to add additional apps. Instructions are very poor - they seem to have been translated from Chinese into English using a computer translator, so not much of it makes sense in English. Almost no instructions for how to insert the SIM card, except for an illustration which doesn't tell you how to do it so that it doesn't disappear into the phone housing, causing you to have to take the entire phone housing apart to get it back out. For $40, I guess it isn't bad though.",screen quality is good overall the phone is very slow and has very limited memory next to impossible to add additional apps instructions are very poor they seem to have been translated from chinese into english using a computer translator so not much of it makes sense in english almost no instructions for how to insert the sim card except for an illustration which doesn t tell you how to do it so that it doesn t disappear into the phone housing causing you to have to take the entire phone housing apart to get it back out for i guess it isn t bad though,106
5,Very good,very good,2
4,"liked the design and the cost was worth it too,I bought this for a family member and so far no complaints",liked the design and the cost was worth it too i bought this for a family member and so far no complaints,22
1,did not work with at&t network,did not work with at t network,7
3,"1. The main problem with this product is that the only documentation provided is a folded up small piece of paper that is written by someone who does not speak english. So there is no adequate user manual, and it becomes a magical mystery search trying to figure out how to use the phone.2. A second serious hardware problem is that the speaker runs extremely hot, and one cannot place it next to the ear. Must use earphones, or suffer burns.3. Battery life totally sucks.4. Touch screen is exceedingly sensitive, so it registers being touched even if you do not touch it.5. There appears to be nobody in the world that makes a protective case that fits this phone. It would have been smart to make its form factor mathc an iPhone5 or 6, or Samsung, or SOMETHING.6. Other than the above, the phone is OK, and well worth the price.",the main problem with this product is that the only documentation provided is a folded up small piece of paper that is written by someone who does not speak english so there is no adequate user manual and it becomes a magical mystery search trying to figure out how to use the phone a second serious hardware problem is that the speaker runs extremely hot and one cannot place it next to the ear must use earphones or suffer burns battery life totally sucks touch screen is exceedingly sensitive so it registers being touched even if you do not touch it there appears to be nobody in the world that makes a protective case that fits this phone it would have been smart to make its form factor mathc an iphone or or samsung or something other than the above the phone is ok and well worth the price,149
4,Ok phone I buy for someone,ok phone i buy for someone,6
4,works short battery life,works short battery life,4
5,Good tanks,good tanks,2
4,"It is a nice phone,I buy it to used when I traveled outside the US,I loved it,good smartphone for the price.",it is a nice phone i buy it to used when i traveled outside the us i loved it good smartphone for the price,24
1,"I read the reviews which after the fact I am going to have to say that they were all fake. There were 12 five star reviews when I bought the phone. The phone is absolutely terrible. The security sticker was broken when I got my product, and when I contacted the seller they said that was okay as long as the phone worked. I still haven't been able to use data on the phone and can only use for calls and texts. Also, I'm afraid to out this phone up to my ear. When I did, it burned really hot and radiated heat. It is cheaply made. The touch screen is fickle and unresponsive. It has zero in phone storage, so no apps. Bottom line is that I wished I would have spent a little more money and bought a different phone.",i read the reviews which after the fact i am going to have to say that they were all fake there were five star reviews when i bought the phone the phone is absolutely terrible the security sticker was broken when i got my product and when i contacted the seller they said that was okay as long as the phone worked i still haven t been able to use data on the phone and can only use for calls and texts also i m afraid to out this phone up to my ear when i did it burned really hot and radiated heat it is cheaply made the touch screen is fickle and unresponsive it has zero in phone storage so no apps bottom line is that i wished i would have spent a little more money and bought a different phone,143
4,"At first I thought it was not charging but, there was a small plastic strip over the battery that I needed to remove. After I removed it, the phone worked great!",at first i thought it was not charging but there was a small plastic strip over the battery that i needed to remove after i removed it the phone worked great,31
1,This phone is horrible. Speaker doesn't work right. Can only have 1 app never again will I buy this phone. I will never recommend it to anyone. The only thing nice about it is that its cheap. If I could give this phone no stars I would...,this phone is horrible speaker doesn t work right can only have app never again will i buy this phone i will never recommend it to anyone the only thing nice about it is that its cheap if i could give this phone no stars i would,47
5,"Got it so I could test an Android app. It worked well and I had no issues with the software or hardware. The limited memory forced me to buy an SD card to really use it, but it was still worth it for the price I paid.",got it so i could test an android app it worked well and i had no issues with the software or hardware the limited memory forced me to buy an sd card to really use it but it was still worth it for the price i paid,47
5,"My wife loves it, works great and easy to use.",my wife loves it works great and easy to use,10
2,This phone worked well for phone calls. Very small internal memory could only have one App downloaded. Could not send or recieve MMS . The battery portal broke after only owning for 4 momths. Also had to reset often and wifi very slow. If you are going over seas and just need to make calls it's a good phone but not for everyday use!!,this phone worked well for phone calls very small internal memory could only have one app downloaded could not send or recieve mms the battery portal broke after only owning for momths also had to reset often and wifi very slow if you are going over seas and just need to make calls it s a good phone but not for everyday use,63
5,It is an excellent phono with low cost!,it is an excellent phono with low cost,8
2,"I received the phone on time, packaged well came with charger and headphones. All a plus however I am rating it a three as the phone feels like a toy phone very light weight , almost feel like it was break just at a 3inch drop, literally. Also the display is hard to read. I bought my oldest two children 2 Verizon pre paid phones for Amazon in October at only 15$ each. Yes only 15$ and they are awesome. This phone was going to be for me however due to the quality im going to give it to my youngest child.If you are looking for a small cheap phone this will work for you though !! :)I do think the phone is overpriced even at 40$",i received the phone on time packaged well came with charger and headphones all a plus however i am rating it a three as the phone feels like a toy phone very light weight almost feel like it was break just at a inch drop literally also the display is hard to read i bought my oldest two children verizon pre paid phones for amazon in october at only each yes only and they are awesome this phone was going to be for me however due to the quality im going to give it to my youngest child if you are looking for a small cheap phone this will work for you though i do think the phone is overpriced even at,122
5,Excelent.,excelent,1
5,Great as expected,great as expected,3
3,"Wow. So, I'm mourning the loss f my G2X, this is a temporary fix. It's the same size which is nice. It has almost no phone memory so an SD card isn't even an option ( you Need one). The sound if fairly good, functionality is glitchy. It's made in China and prefers to be set up with a google account. Lots of time the scrolling will snag and the screen is unresponsive to the touch. I haven't been ablebto stop the hepatic feedback on the keys when texting\ typing. It can feather and be used as a WiFi hotspot which is good. It's pretty slow loading pages and downloading, I haven't taken any pics yet. It fleshy seem to want to play videos very well but that may be my phone company's hangup. If you're looking at the screen , you need to look straight on, at any angle, you can't see the screen detail. Gettingbthe back off is a struggle too but it's doable. It's plastic, not metal. The white one is white on the back, the face is black.",wow so i m mourning the loss f my g x this is a temporary fix it s the same size which is nice it has almost no phone memory so an sd card isn t even an option you need one the sound if fairly good functionality is glitchy it s made in china and prefers to be set up with a google account lots of time the scrolling will snag and the screen is unresponsive to the touch i haven t been ablebto stop the hepatic feedback on the keys when texting typing it can feather and be used as a wifi hotspot which is good it s pretty slow loading pages and downloading i haven t taken any pics yet it fleshy seem to want to play videos very well but that may be my phone company s hangup if you re looking at the screen you need to look straight on at any angle you can t see the screen detail gettingbthe back off is a struggle too but it s doable it s plastic not metal the white one is white on the back the face is black,193
5,I love it very much!,i love it very much,5
5,muy bueno,muy bueno,2
5,My mom loved it until the screen cracked 6 months later just by laying in the purse..,my mom loved it until the screen cracked months later just by laying in the purse,16
1,"I got it, took forever to turn on, has only 300megabytes of internal storage even with a 64gig SD card, and the quality is extremely terrible. Do not buy unless you want to waste your money on junk.",i got it took forever to turn on has only megabytes of internal storage even with a gig sd card and the quality is extremely terrible do not buy unless you want to waste your money on junk,38
1,Horrible horrible phone no reception keeps downloading programs DON'T BUY,horrible horrible phone no reception keeps downloading programs don t buy,11
5,Good,good,1
3,Much smaller than the photo depicts excellent phone for children or someone who just wants to have phone. not a very good camera at all and display is on the lower side of things but it is a good investment as a first phone due to the fact that it is sturdy and seemingly built strong. Recommended to buy with additional storage card because space is very minimal,much smaller than the photo depicts excellent phone for children or someone who just wants to have phone not a very good camera at all and display is on the lower side of things but it is a good investment as a first phone due to the fact that it is sturdy and seemingly built strong recommended to buy with additional storage card because space is very minimal,68
1,No I didnt I had to by a new phone,no i didnt i had to by a new phone,10
2,"Small phone, isn't compatible with most us services but has nice color and amazing storage.",small phone isn t compatible with most us services but has nice color and amazing storage,16
1,"It did not work, nevera on. Too bad.",it did not work nevera on too bad,8
4,"SLOW, SLOW, SLOW....I'm on my home network and my Nokia 635 has already loaded the weather channel local forecast. This phone is still loading....To restate other reviews: terrible viewing angle, despite adjustments to sensitivity of screen finally on the 55th tap, the screen responded to request....it seems to be hit or miss.....and this phone is just not up to USA phone standards....I'll probably be returning it altho it is a great looking phone !Other than making or receiving calls, this would just pretty much be a paper weight. I have to wonder about all the 5 star reviews....They sound mysteriously very similar in their language style and choice of words and phrases which makes me wonder if they are in fact valid. This is a perfect example of ""you get what you pay for"".....NOT MUCH !!!.UPDATE: August 20, 2015: I am so impressed with the Customer Service of this company ! I received the nicest e mail regarding my comments asking me if there was anything they could do to make my purchase right ! What company actually has personnel in customer service who READS the reviews of purchasers??? Apparently they do ! We have e mailed back and forth and it turns out that they had a newer model that is probably more of what I had in mind for a smart phone and I'm going to buy it. I also suggested that they update the product information on this product that is woefully lacking in tech information. I am told that is in the process of happening also.So I am updating my review to 4 stars because of the fabulous responsive customer service of this company and the fact that this phone may be right for someone who does not have the exact requirements in a phone that I do. I'll give them the benefit of the doubt based on the other reviews, which I was absolutely assured were valid, honest reviews from purchasers. Kudos to Shawyn & this company !!!",slow slow slow i m on my home network and my nokia has already loaded the weather channel local forecast this phone is still loading to restate other reviews terrible viewing angle despite adjustments to sensitivity of screen finally on the th tap the screen responded to request it seems to be hit or miss and this phone is just not up to usa phone standards i ll probably be returning it altho it is a great looking phone other than making or receiving calls this would just pretty much be a paper weight i have to wonder about all the star reviews they sound mysteriously very similar in their language style and choice of words and phrases which makes me wonder if they are in fact valid this is a perfect example of you get what you pay for not much update august i am so impressed with the customer service of this company i received the nicest e mail regarding my comments asking me if there was anything they could do to make my purchase right what company actually has personnel in customer service who reads the reviews of purchasers apparently they do we have e mailed back and forth and it turns out that they had a newer model that is probably more of what i had in mind for a smart phone and i m going to buy it i also suggested that they update the product information on this product that is woefully lacking in tech information i am told that is in the process of happening also so i am updating my review to stars because of the fabulous responsive customer service of this company and the fact that this phone may be right for someone who does not have the exact requirements in a phone that i do i ll give them the benefit of the doubt based on the other reviews which i was absolutely assured were valid honest reviews from purchasers kudos to shawyn this company,335
1,If I could've gave it 0 stars I would have!!!! Awful phone!!! Never by from this seller again!! Phone is not up to USA standards. Maybe good across seas. But not what we're use to.,if i could ve gave it stars i would have awful phone never by from this seller again phone is not up to usa standards maybe good across seas but not what we re use to,36
1,It was really bad literally no memory and 2 pages to put stuff on I would not recommend it unless you just wanna call in and out and take good pics,it was really bad literally no memory and pages to put stuff on i would not recommend it unless you just wanna call in and out and take good pics,30
3,"i mean it works but the screen is horrendous, the viewing angles are absolutely horrible",i mean it works but the screen is horrendous the viewing angles are absolutely horrible,15
2,I am disappointed with The screen I love purple flowers I don't see I want to return back this phone i don't feel like using it s not same color either n also I am having hard time opening to insert the sim,i am disappointed with the screen i love purple flowers i don t see i want to return back this phone i don t feel like using it s not same color either n also i am having hard time opening to insert the sim,45
4,"phone works fine, would have liked more extensive instructions and so far i can't find a protective cover for it",phone works fine would have liked more extensive instructions and so far i can t find a protective cover for it,21
5,Gave the phone as a birthday gift. My friend seems happy with it so far.,gave the phone as a birthday gift my friend seems happy with it so far,15
5,"I'm not a fan of touchscreen phones but when my trusted Nokia E71 gave up the ghost, I had to make that transition. This phone meets my needs. Nothing fancy, very nice size - fits perfectly in my palm - and I can finally download ""Whatsapp"". My siblings and friends have teased me to no end about not having a smartphone to download the app.I'm really not into specs but my husband, who is techy, took a look at the description and confirmed it would be perfect for my needs. I've had it for 4 days now and so far so good. Will update the review if anything changes. And I love the purple color.",i m not a fan of touchscreen phones but when my trusted nokia e gave up the ghost i had to make that transition this phone meets my needs nothing fancy very nice size fits perfectly in my palm and i can finally download whatsapp my siblings and friends have teased me to no end about not having a smartphone to download the app i m really not into specs but my husband who is techy took a look at the description and confirmed it would be perfect for my needs i ve had it for days now and so far so good will update the review if anything changes and i love the purple color,116
5,"I have had the phone for seven days now and I am impressed. Its setup is very simple. The screen quality is great, and the processor is fast.",i have had the phone for seven days now and i am impressed its setup is very simple the screen quality is great and the processor is fast,28
5," This is an extremely fast, good-looking phone with excellent storage options, great screen clarity.",this is an extremely fast good looking phone with excellent storage options great screen clarity,15
1,Not recommended. Won't charge after just a few weeks of use.,not recommended won t charge after just a few weeks of use,12
3,"No the phone done have Bluetooth on it, which is so bad for my son.",no the phone done have bluetooth on it which is so bad for my son,15
3,its a good phone but barely holds any apps.The space is limited,its a good phone but barely holds any apps the space is limited,13
1,"The phone meet the minimum standard. The network is good but, I can't receive the 3G on my phone to satisfy the desire for purchase",the phone meet the minimum standard the network is good but i can t receive the g on my phone to satisfy the desire for purchase,26
1,"I never got the thing to turn on. It would take a charge. I had low expectations considering the price, I just wanted to use it as a back up for running credit cards using Square but that isn't going to work out. Returning it.",i never got the thing to turn on it would take a charge i had low expectations considering the price i just wanted to use it as a back up for running credit cards using square but that isn t going to work out returning it,46
1,"I bought this phone for a gift, and when I recieved it, the phone did not work. I had to pay again to return the cellphone from Venezuela to USA.",i bought this phone for a gift and when i recieved it the phone did not work i had to pay again to return the cellphone from venezuela to usa,30
1,It did not work.,it did not work,4
4,Simple enough with plenty of functions.,simple enough with plenty of functions,6
5,Excelent,excelent,1
1,This product is expensive for the quality. At $20 it might be worth it...maybe. You are better off adding a little extra and getting a used second or third generation galaxy or iphone. It will definitely last longer. Regret this purchase. Screen just went south after about 1 week of use. Also the screen quality is not ideal.,this product is expensive for the quality at it might be worth it maybe you are better off adding a little extra and getting a used second or third generation galaxy or iphone it will definitely last longer regret this purchase screen just went south after about week of use also the screen quality is not ideal,57
5,Better than I expected.,better than i expected,4
2,it says T-Mobile compatible; however my sim card once inserted didn't connect at all. it would say sim not connecting to network. great price but I couldn't do nothing more then use the phone when Wi-Fi was avail. no calling out services when away from home. over all the phone was cute. but needed it for me then apps at home.,it says t mobile compatible however my sim card once inserted didn t connect at all it would say sim not connecting to network great price but i couldn t do nothing more then use the phone when wi fi was avail no calling out services when away from home over all the phone was cute but needed it for me then apps at home,65
5,Excellent,excellent,1
1,very bad,very bad,2
3,Good,good,1
2,"Its a cheap phone, but I thought I gave it a try. I guess for what I wanted it, wasn't good. It has very low Internal memory and lots of Ads thrown at you! It also freezes quite a bit. I guess its good if you only want to use it to talk and travel with it because it has a dual sim card slots.",its a cheap phone but i thought i gave it a try i guess for what i wanted it wasn t good it has very low internal memory and lots of ads thrown at you it also freezes quite a bit i guess its good if you only want to use it to talk and travel with it because it has a dual sim card slots,66
1,I didn't like this phone. It is a horrible phone,i didn t like this phone it is a horrible phone,11
2,very slow i regret buying this i suggest different phones,very slow i regret buying this i suggest different phones,10
5,Excellent,excellent,1
3,"The phone is REALLY slow. It doesn't have enough internal memory. It frequently freezes up because it just doesn't have enough memory to handle the apps. It's okay, but if I'd known I'd have so many problems with it, I would have bought a different phone.",the phone is really slow it doesn t have enough internal memory it frequently freezes up because it just doesn t have enough memory to handle the apps it s okay but if i d known i d have so many problems with it i would have bought a different phone,51
1,"I HATE THIS PHONE, WEEK LATER HAD TO BUY ANOTHER ONE...ITS SLOW AND STORAGE IS VERY POOR...A WASTE OF MONEY...NEVER AGAIN...",i hate this phone week later had to buy another one its slow and storage is very poor a waste of money never again,24
1,So bad,so bad,2
1,Its good but it's getting heat if I talk more than five minutes,its good but it s getting heat if i talk more than five minutes,14
2,Piece of crap,piece of crap,3
5,"I took this phone all through Mexico with me, and I surfed the web, and made calls (VoIP and regular) and this phone was heroic. The camera isn't bad either.",i took this phone all through mexico with me and i surfed the web and made calls voip and regular and this phone was heroic the camera isn t bad either,31
5,bueno,bueno,1
4,excelent thank u,excelent thank u,3
5,Great phone and easy to use. The price is really good for it.,great phone and easy to use the price is really good for it,13
3,"The package arrived on time and in good condition. It not covers all my expectations, but is functional for me.",the package arrived on time and in good condition it not covers all my expectations but is functional for me,20
3,"Screen quality is good. Overall, the phone is very slow and has very limited memory. Next to impossible to add additional apps. Instructions are very poor - they seem to have been translated from Chinese into English using a computer translator, so not much of it makes sense in English. Almost no instructions for how to insert the SIM card, except for an illustration which doesn't tell you how to do it so that it doesn't disappear into the phone housing, causing you to have to take the entire phone housing apart to get it back out. For $40, I guess it isn't bad though.",screen quality is good overall the phone is very slow and has very limited memory next to impossible to add additional apps instructions are very poor they seem to have been translated from chinese into english using a computer translator so not much of it makes sense in english almost no instructions for how to insert the sim card except for an illustration which doesn t tell you how to do it so that it doesn t disappear into the phone housing causing you to have to take the entire phone housing apart to get it back out for i guess it isn t bad though,106
2,Phone did not come with a sim card and did not work,phone did not come with a sim card and did not work,12
2,"Not the best phone, but made it work temporary.",not the best phone but made it work temporary,9
5,Good basic smart phone,good basic smart phone,4
4,Satisfied with the product. Value for money.,satisfied with the product value for money,7
1,"Was hoping for a decent phone for this price! Was a gift for my niece, every time she used it the phone repeatedly dropped calls! Was an at&t prepaid account was in an area with a strong signal so it wasneeds the carrier. Had to buy another phone!!!",was hoping for a decent phone for this price was a gift for my niece every time she used it the phone repeatedly dropped calls was an at t prepaid account was in an area with a strong signal so it wasneeds the carrier had to buy another phone,49
5,Wonderful phone it absolutely met all my expectations..i took it to the West Indies and it worked perfectly,wonderful phone it absolutely met all my expectations i took it to the west indies and it worked perfectly,19
1,Phone doesn't turn on.Battery is dead.Isn't charging at all..,phone doesn t turn on battery is dead isn t charging at all,13
1,phone did not turn on even after charging phones for hours. Hope this is not a joke,phone did not turn on even after charging phones for hours hope this is not a joke,17
5,Excelent...,excelent,1
4,"At first I thought it was not charging but, there was a small plastic strip over the battery that I needed to remove. After I removed it, the phone worked great!",at first i thought it was not charging but there was a small plastic strip over the battery that i needed to remove after i removed it the phone worked great,31
5,"you can download music, applications, comes unlocked, with accessories, well good for that price.Amazin seller!",you can download music applications comes unlocked with accessories well good for that price amazin seller,16
1,"Hey those phone won't charge, and what is the insulating film that I have to torn off or on idk before use I don't understand that",hey those phone won t charge and what is the insulating film that i have to torn off or on idk before use i don t understand that,28
1,The phone is not powering on I sent it to Jamaica WI and will return once I receive it back,the phone is not powering on i sent it to jamaica wi and will return once i receive it back,20
1,not good,not good,2
5,"Phone is alright, though it did not come with an SD card which you need if you're going to install a few apps",phone is alright though it did not come with an sd card which you need if you re going to install a few apps,24
4,Good for the price.,good for the price,4
4,My sim card slide all the way up in the slot. I had to open the phone to retrieve my chip.,my sim card slide all the way up in the slot i had to open the phone to retrieve my chip,21
1,"Phone memory is very small, so it works erratically. And no is not working anymore, I do not recommend to buy this phone",phone memory is very small so it works erratically and no is not working anymore i do not recommend to buy this phone,23
4,Bought for my son and got connection thru Consumer Cellular as an add on line. Works fine for all included functions and hasn't given any problems yet (~ 1 year so far). I'd buy it again.,bought for my son and got connection thru consumer cellular as an add on line works fine for all included functions and hasn t given any problems yet year so far i d buy it again,36
3,Nice phone my cuzin in Jamaica loves it,nice phone my cuzin in jamaica loves it,8
1,This phone is horrible. Speaker doesn't work right. Can only have 1 app never again will I buy this phone. I will never recommend it to anyone. The only thing nice about it is that its cheap. If I could give this phone no stars I would...,this phone is horrible speaker doesn t work right can only have app never again will i buy this phone i will never recommend it to anyone the only thing nice about it is that its cheap if i could give this phone no stars i would,47
5,"Got it so I could test an Android app. It worked well and I had no issues with the software or hardware. The limited memory forced me to buy an SD card to really use it, but it was still worth it for the price I paid.",got it so i could test an android app it worked well and i had no issues with the software or hardware the limited memory forced me to buy an sd card to really use it but it was still worth it for the price i paid,47
5,"My wife loves it, works great and easy to use.",my wife loves it works great and easy to use,10
2,This phone worked well for phone calls. Very small internal memory could only have one App downloaded. Could not send or recieve MMS . The battery portal broke after only owning for 4 momths. Also had to reset often and wifi very slow. If you are going over seas and just need to make calls it's a good phone but not for everyday use!!,this phone worked well for phone calls very small internal memory could only have one app downloaded could not send or recieve mms the battery portal broke after only owning for momths also had to reset often and wifi very slow if you are going over seas and just need to make calls it s a good phone but not for everyday use,63
5,It is an excellent phono with low cost!,it is an excellent phono with low cost,8
2,"I received the phone on time, packaged well came with charger and headphones. All a plus however I am rating it a three as the phone feels like a toy phone very light weight , almost feel like it was break just at a 3inch drop, literally. Also the display is hard to read. I bought my oldest two children 2 Verizon pre paid phones for Amazon in October at only 15$ each. Yes only 15$ and they are awesome. This phone was going to be for me however due to the quality im going to give it to my youngest child.If you are looking for a small cheap phone this will work for you though !! :)I do think the phone is overpriced even at 40$",i received the phone on time packaged well came with charger and headphones all a plus however i am rating it a three as the phone feels like a toy phone very light weight almost feel like it was break just at a inch drop literally also the display is hard to read i bought my oldest two children verizon pre paid phones for amazon in october at only each yes only and they are awesome this phone was going to be for me however due to the quality im going to give it to my youngest child if you are looking for a small cheap phone this will work for you though i do think the phone is overpriced even at,122
5,Excelent.,excelent,1
5,Great as expected,great as expected,3
3,"Wow. So, I'm mourning the loss f my G2X, this is a temporary fix. It's the same size which is nice. It has almost no phone memory so an SD card isn't even an option ( you Need one). The sound if fairly good, functionality is glitchy. It's made in China and prefers to be set up with a google account. Lots of time the scrolling will snag and the screen is unresponsive to the touch. I haven't been ablebto stop the hepatic feedback on the keys when texting\ typing. It can feather and be used as a WiFi hotspot which is good. It's pretty slow loading pages and downloading, I haven't taken any pics yet. It fleshy seem to want to play videos very well but that may be my phone company's hangup. If you're looking at the screen , you need to look straight on, at any angle, you can't see the screen detail. Gettingbthe back off is a struggle too but it's doable. It's plastic, not metal. The white one is white on the back, the face is black.",wow so i m mourning the loss f my g x this is a temporary fix it s the same size which is nice it has almost no phone memory so an sd card isn t even an option you need one the sound if fairly good functionality is glitchy it s made in china and prefers to be set up with a google account lots of time the scrolling will snag and the screen is unresponsive to the touch i haven t been ablebto stop the hepatic feedback on the keys when texting typing it can feather and be used as a wifi hotspot which is good it s pretty slow loading pages and downloading i haven t taken any pics yet it fleshy seem to want to play videos very well but that may be my phone company s hangup if you re looking at the screen you need to look straight on at any angle you can t see the screen detail gettingbthe back off is a struggle too but it s doable it s plastic not metal the white one is white on the back the face is black,193
1,sucks,sucks,1
